accommodation_id,name,accommodation_type,gender_preference,latitude,longitude,monthly_rent,wifi,ac,food_mess,laundry,monthly_rent_numeric,dist_mnit_jaipur_jln_marg_km,dist_jagatpura_education_belt_km,dist_vaishali_nagar_tech_corridor_km,distance_to_nearest_hub_km,nearest_hub,total_amenities,rent_normalized,vfm_index,monthly_rent_numeric_scaled,distance_to_nearest_hub_km_scaled,total_amenities_scaled,vfm_index_scaled
JPR0207,Maple Nest,Independent Flat,Girls,26.825129,75.841197,"₹7,000/month",0,1,0,0,7000.0,3.38,1.32,14.18,1.32,Jagatpura Education Belt,1,0.20625,3.9,-0.6999034144317643,-0.5701773222160844,-0.8507459883047949,-0.3698037515421095
JPR0208,Green Valley Nest,Hostel,Boys,26.843552,75.81942,INR 11300/month,1,0,1,0,11300.0,0.65,4.29,11.21,0.65,MNIT Jaipur (JLN Marg),2,0.475,3.81,0.4756237639357795,-0.8026817991583609,-0.03272099955018445,-0.390242677123847
JPR0209,Copper Leaf Point,PG,Boys,26.815387,75.848749,Rs. 5700,0,0,0,1,5700.0,4.63,0.08,15.47,0.08,Jagatpura Education Belt,1,0.125,5.71,-1.055295352077766,-1.0004841153629842,-0.8507459883047949,0.041245751823946596
JPR0210,Comfort Retreat,PG,Girls,26.822616,75.840667,11300 per month,1,1,0,0,11300.0,3.5,1.15,14.34,1.15,Jagatpura Education Belt,2,0.475,3.81,0.4756237639357795,-0.6291709954700949,-0.03272099955018445,-0.390242677123847
JPR0211,Blue Orchid Point,PG,Boys,26.926449,75.733586,16700 per month,0,1,1,1,16700.0,12.24,16.83,1.61,1.61,Vaishali Nagar Tech Corridor,3,0.8125,3.48,1.9518671972345554,-0.4695410560768902,0.785303989204426,-0.4651854042568849
JPR0212,Zenith Enclave,PG,Girls,26.915435,75.732991,"₹5,300/month",0,0,1,0,5300.0,11.37,16.0,0.51,0.51,Vaishali Nagar Tech Corridor,1,0.1,6.67,-1.1646467175073048,-0.8512648241910754,-0.8507459883047949,0.2592609580291476
JPR0213,Crimson Point,Hostel,Boys,26.916725,75.699271,Rs. 9600,0,0,1,1,9600.0,14.0,18.65,3.75,3.75,Vaishali Nagar Tech Corridor,2,0.36875,4.78,0.010880460860238927,0.27308518370888824,-0.03272099955018445,-0.16995647918734183
JPR0214,Prime Homes,Independent Flat,Girls,26.915204,75.689859,Rs. 5200,1,0,0,1,5200.0,14.67,19.3,4.67,4.67,Vaishali Nagar Tech Corridor,2,0.09375,13.91,-1.1919845588646896,0.5923450624952976,-0.03272099955018445,1.903458971493372
JPR0215,Zenith Nest,PG,Boys,26.927346,75.755052,"₹11,500/month",1,1,0,0,11500.0,11.08,15.54,2.46,2.46,Vaishali Nagar Tech Corridor,2,0.4875,3.72,0.530299446650549,-0.17457268980683804,-0.03272099955018445,-0.4106816027055846
JPR0216,Zenith Residency,Hostel,Boys,26.912955,75.736402,Rs. 9000,1,0,1,1,9000.0,10.94,15.57,0.08,0.08,Vaishali Nagar Tech Corridor,3,0.33125,7.87,-0.1531465872840695,-1.0004841153629842,0.785303989204426,0.5317799657856489
JPR0217,Golden Nest Court,Independent Flat,Girls,26.822025,75.82623,INR 15300/month,1,0,1,1,15300.0,2.6,2.4,13.4,2.4,Jagatpura Education Belt,3,0.725,3.87,1.569137418231169,-0.19539398624942997,0.785303989204426,-0.376616726736022
JPR0218,Urban Retreat,PG,Co-ed,26.923254,75.747951,"₹10,700/month",1,1,0,0,10700.0,11.08,15.62,1.64,1.64,Vaishali Nagar Tech Corridor,2,0.4375,4.1,0.311596715791471,-0.4591304078555943,-0.03272099955018445,-0.324383916916026
JPR0219,Green Valley Heights,Independent Flat,Boys,26.911114,75.733695,INR 6100/month,0,1,1,0,6100.0,10.98,15.62,0.33,0.33,Vaishali Nagar Tech Corridor,2,0.15,10.0,-0.9459439866482269,-0.9137287135188511,-0.03272099955018445,1.0155012045534386
JPR0220,Highland Stay,Hostel,Girls,26.846076,75.826522,Rs. 5300,0,0,1,0,5300.0,1.41,4.06,11.55,1.41,MNIT Jaipur (JLN Marg),1,0.1,6.67,-1.1646467175073048,-0.5389453775521966,-0.8507459883047949,0.2592609580291476
JPR0221,Zenith Stay,Hostel,Girls,26.829813,75.856102,"₹7,300/month",0,1,0,0,7300.0,4.49,1.69,14.97,1.69,Jagatpura Education Belt,1,0.225,3.64,-0.6178898903596101,-0.4417793274867677,-0.8507459883047949,-0.42884953655601804
JPR0222,Elite Retreat,PG,Girls,26.813461,75.871255,Rs. 7700,1,0,0,0,7700.0,6.6,2.18,17.28,2.18,Jagatpura Education Belt,1,0.25,3.33,-0.5085385249300711,-0.27173873987226693,-0.8507459883047949,-0.4992502802264476
JPR0223,Sunrise Palace,Hostel,Co-ed,26.802481,75.886846,"₹5,500/month",0,0,0,0,5500.0,8.56,4.0,19.25,4.0,Jagatpura Education Belt,0,0.1125,0.0,-1.1099710347925353,0.35984058555302123,-1.6687709770594055,-1.2554905267507386
JPR0224,Serene Enclave,PG,Boys,26.925943,75.737919,Rs. 15100,1,1,1,1,15100.0,11.92,16.5,1.52,1.52,Vaishali Nagar Tech Corridor,4,0.7125,5.25,1.5144617355163994,-0.5007730007407781,1.6033289779590365,-0.06321986781604555
JPR0225,Crimson Stay,Hostel,Co-ed,26.910978,75.737988,INR 8500/month,1,0,1,1,8500.0,10.67,15.3,0.19,0.19,Vaishali Nagar Tech Corridor,3,0.3,8.57,-0.2898357940709932,-0.9623117385515656,0.785303989204426,0.6907493869769413
JPR0226,Maple Palace,PG,Boys,26.900388,75.727092,INR 9200/month,1,0,1,0,9200.0,10.7,15.35,1.64,1.64,Vaishali Nagar Tech Corridor,2,0.34375,5.08,-0.09847090456930002,-0.4591304078555943,-0.03272099955018445,-0.10182672724821655
JPR0227,Blue Orchid Residency,Independent Flat,Boys,26.814166,75.832896,Rs. 7900,0,0,0,1,7900.0,3.69,1.65,14.49,1.65,Jagatpura Education Belt,1,0.2625,3.2,-0.4538628422153016,-0.455660191781829,-0.8507459883047949,-0.5287731727334019
JPR0228,Silver Oak Address,PG,Co-ed,26.920561,75.687989,"₹12,400/month",1,0,1,1,12400.0,15.15,19.8,4.93,4.93,Vaishali Nagar Tech Corridor,3,0.54375,5.05,0.7763400188670115,0.6825706804131958,0.785303989204426,-0.10863970244212913
JPR0229,Maple Enclave,PG,Girls,26.758716,75.785712,10400 per month,1,1,0,1,10400.0,9.67,8.96,17.75,8.96,Jagatpura Education Belt,3,0.41875,6.4,0.22958319171931682,2.08106775814062,0.785303989204426,0.1979441812839349
JPR0230,Copper Leaf Nest,Hostel,Girls,26.815925,75.852194,INR 7000/month,0,0,0,0,7000.0,4.86,0.28,15.68,0.28,Jagatpura Education Belt,0,0.20625,0.0,-0.6999034144317643,-0.9310797938876777,-1.6687709770594055,-1.2554905267507386
JPR0231,Prime Residency,PG,Girls,26.973097,75.821899,INR 8500/month,1,0,1,1,8500.0,14.58,17.7,10.81,10.81,Vaishali Nagar Tech Corridor,3,0.3,8.57,-0.2898357940709932,2.723057731787204,0.785303989204426,0.6907493869769413
JPR0232,Golden Nest Retreat,Hostel,Girls,26.830734,75.801209,10500 per month,1,0,1,0,10500.0,1.73,5.06,11.09,1.73,MNIT Jaipur (JLN Marg),2,0.425,4.21,0.25692103307670155,-0.4278984631917064,-0.03272099955018445,-0.29940300787168
JPR0233,Golden Nest Address,Independent Flat,Boys,26.816793,75.801798,Rs. 6700,1,0,0,0,6700.0,3.04,4.73,12.42,3.04,MNIT Jaipur (JLN Marg),1,0.1875,4.21,-0.7819169385039184,0.026699842471550526,-0.8507459883047949,-0.29940300787168
JPR0234,Golden Nest Retreat,Hostel,Girls,26.912198,75.73702,"₹9,100/month",0,0,1,1,9100.0,10.83,15.46,0.02,0.02,Vaishali Nagar Tech Corridor,2,0.3375,5.16,-0.12580874592668476,-1.021305411805576,-0.03272099955018445,-0.08365879339778311
JPR0235,Comfort Stay,PG,Boys,26.829784,75.859052,Rs. 11600,1,0,0,1,11600.0,4.77,1.83,15.21,1.83,Jagatpura Education Belt,2,0.49375,3.68,0.5576372880079337,-0.3931963024540531,-0.03272099955018445,-0.4197655696308013
JPR0236,Urban Heights,Hostel,Co-ed,26.825313,75.851657,7300,1,1,0,0,7300.0,4.27,1.08,14.94,1.08,Jagatpura Education Belt,2,0.225,7.27,-0.6178898903596101,-0.6534625079864521,-0.03272099955018445,0.39552046190739815
JPR0237,Maple Stay,Hostel,Co-ed,26.81433,75.850646,INR 12400/month,1,1,1,1,12400.0,4.85,0.2,15.69,0.2,Jagatpura Education Belt,4,0.54375,6.74,0.7763400188670115,-0.9588415224778002,1.6033289779590365,0.2751579001482769
JPR0238,Elite Court,Hostel,Boys,26.839278,75.81152,17900,1,0,1,1,17900.0,0.36,4.58,10.99,0.36,MNIT Jaipur (JLN Marg),3,0.8875,3.2,2.2799212935231723,-0.9033180652975552,0.785303989204426,-0.5287731727334019
JPR0239,Maple House,PG,Girls,26.850432,75.784959,INR 10000/month,0,1,1,1,10000.0,2.93,7.46,8.37,2.93,MNIT Jaipur (JLN Marg),3,0.39375,6.76,0.12023182628977788,-0.011472534339867948,0.785303989204426,0.27969988361088516
JPR0240,Copper Leaf Palace,PG,Boys,26.844693,75.817897,INR 8000/month,1,0,1,1,8000.0,0.56,4.48,11.01,0.56,MNIT Jaipur (JLN Marg),3,0.26875,9.41,-0.4265250008579169,-0.8339137438222488,0.785303989204426,0.8815126924064922
JPR0241,Blue Orchid Stay,Hostel,Boys,26.773005,75.820015,10200,1,1,1,1,10200.0,7.73,5.58,17.55,5.58,Jagatpura Education Belt,4,0.40625,8.77,0.17490750900454735,0.9081347252079418,1.6033289779590365,0.7361692216030247
JPR0242,Urban Manor,PG,Co-ed,26.905425,75.686949,7700,1,0,1,1,7700.0,14.34,18.95,5.0,5.0,Vaishali Nagar Tech Corridor,3,0.25,10.0,-0.5085385249300711,0.7068621929295532,0.785303989204426,1.0155012045534386
JPR0243,Amber Residency,PG,Boys,26.955967,75.691434,Rs. 10800,0,0,0,1,10800.0,17.47,22.1,6.62,6.62,Vaishali Nagar Tech Corridor,1,0.44375,2.03,0.3389345571488558,1.269037196879535,-0.8507459883047949,-0.7944792052959906
JPR0244,Silver Oak Residency,PG,Girls,26.837734,75.793975,4900,1,1,1,0,4900.0,1.95,6.02,10.05,1.95,MNIT Jaipur (JLN Marg),3,0.075,24.0,-1.2739980829368438,-0.35155370956886933,0.785303989204426,4.194889628379287
JPR0245,Amber Enclave,Hostel,Co-ed,26.831881,75.762622,Rs. 9900,0,0,1,0,9900.0,5.13,8.79,9.3,5.13,MNIT Jaipur (JLN Marg),1,0.3875,2.29,0.09289398493239313,0.7519750018885023,-0.8507459883047949,-0.735433420282082
JPR0246,Golden Nest Court,Independent Flat,Co-ed,26.92638,75.754679,Rs. 13000,1,1,1,0,13000.0,11.0,15.47,2.37,2.37,Vaishali Nagar Tech Corridor,3,0.58125,4.75,0.94036706701132,-0.20580463447072586,0.785303989204426,-0.1767694543812544
JPR0247,Comfort Court,Hostel,Girls,26.945572,75.757348,Rs. 10700,0,1,1,0,10700.0,12.75,17.08,4.22,4.22,Vaishali Nagar Tech Corridor,2,0.4375,4.1,0.311596715791471,0.43618533917585817,-0.03272099955018445,-0.324383916916026
JPR0248,Copper Leaf Residency,PG,Girls,26.94686,75.80047,INR 6200/month,0,0,0,1,6200.0,11.7,15.36,7.39,7.39,Vaishali Nagar Tech Corridor,1,0.15625,4.85,-0.9186061452908422,1.5362438345594644,-0.8507459883047949,-0.1540595370682127
JPR0249,Maple Retreat,PG,Girls,26.929806,75.77951,INR 10500/month,0,1,1,0,10500.0,10.29,14.45,4.66,4.66,Vaishali Nagar Tech Corridor,2,0.425,4.21,0.25692103307670155,0.5888748464215323,-0.03272099955018445,-0.29940300787168
JPR0250,Silver Oak Stay,Independent Flat,Co-ed,26.891587,75.795809,7100,1,0,0,0,7100.0,5.75,9.96,6.29,5.75,MNIT Jaipur (JLN Marg),1,0.2125,3.81,-0.6725655730743795,0.9671283984619522,-0.8507459883047949,-0.390242677123847
JPR0251,Blue Orchid Homes,Independent Flat,Girls,26.938111,75.753101,INR 6400/month,0,0,0,0,6400.0,12.21,16.62,3.29,3.29,Vaishali Nagar Tech Corridor,0,0.16875,0.0,-0.8639304625760726,0.11345524431568352,-1.6687709770594055,-1.2554905267507386
JPR0252,Maple Nest,Independent Flat,Girls,26.842226,75.814571,7100,0,0,0,0,7100.0,0.16,4.54,10.96,0.16,MNIT Jaipur (JLN Marg),0,0.2125,0.0,-0.6725655730743795,-0.9727223867728615,-1.6687709770594055,-1.2554905267507386
JPR0253,Comfort Court,Hostel,Boys,26.7851,75.871792,INR 6100/month,1,1,1,0,6100.0,8.62,4.07,19.48,4.07,Jagatpura Education Belt,3,0.15,15.0,-0.9459439866482269,0.38413209806937854,0.785303989204426,2.1509970702055274
JPR0254,Sunrise Heights,PG,Boys,26.821309,75.848457,"₹9,500/month",1,0,1,1,9500.0,4.22,0.62,15.0,0.62,Jagatpura Education Belt,3,0.3625,7.27,-0.01645738049714581,-0.8130924473796568,0.785303989204426,0.39552046190739815
JPR0255,Comfort Homes,Hostel,Girls,26.846028,75.822441,"₹10,700/month",1,0,0,0,10700.0,1.03,4.3,11.25,1.03,MNIT Jaipur (JLN Marg),1,0.4375,2.05,0.311596715791471,-0.6708135883552787,-0.8507459883047949,-0.7899372218333823
JPR0256,Copper Leaf House,PG,Co-ed,26.823143,75.779941,3700,0,0,0,0,3700.0,3.91,6.94,10.8,3.91,MNIT Jaipur (JLN Marg),0,0.0,0.0,-1.6020521792254605,0.3286086408891334,-1.6687709770594055,-1.2554905267507386
JPR0257,Cozy Palace,PG,Co-ed,26.859603,75.80218,INR 15800/month,1,1,1,1,15800.0,2.21,6.76,8.74,2.21,MNIT Jaipur (JLN Marg),4,0.75625,4.96,1.7058266250180927,-0.26132809165097104,1.6033289779590365,-0.1290786280238667
JPR0258,Copper Leaf Residency,Hostel,Co-ed,26.819661,75.88116,INR 12700/month,1,1,0,0,12700.0,7.21,3.18,17.64,3.18,Jagatpura Education Belt,2,0.5625,3.27,0.8583535429391658,0.07528286750426505,-0.03272099955018445,-0.5128762306142727
JPR0259,Sunrise Villa,PG,Girls,26.940348,75.827111,Rs. 14400,1,0,1,1,14400.0,11.0,14.02,9.48,9.48,Vaishali Nagar Tech Corridor,3,0.66875,4.17,1.3230968460147063,2.2615189939764164,0.785303989204426,-0.3084869747968967
JPR0260,Sunrise Court,PG,Co-ed,26.919678,75.762017,4600 per month,1,1,0,1,4600.0,9.99,14.44,2.63,2.63,Vaishali Nagar Tech Corridor,3,0.05625,28.24,-1.356011607008998,-0.11557901655282764,0.785303989204426,5.1577901224522575
JPR0261,Serene Enclave,PG,Co-ed,26.935382,75.74942,8700,1,1,1,1,8700.0,12.13,16.59,2.86,2.86,Vaishali Nagar Tech Corridor,4,0.3125,11.03,-0.23516011135622372,-0.035764046856225286,1.6033289779590365,1.2494133528777687
JPR0262,Royal Point,PG,Girls,26.756744,75.73669,16700 per month,1,1,0,0,16700.0,12.15,12.97,17.3,12.15,MNIT Jaipur (JLN Marg),2,0.8125,2.32,1.9518671972345554,3.1880666856717568,-0.03272099955018445,-0.7286204450881695
JPR0263,Prime Court,Independent Flat,Boys,26.825264,75.837859,9100 per month,1,0,1,1,9100.0,3.1,1.56,13.93,1.56,Jagatpura Education Belt,3,0.3375,7.74,-0.12580874592668476,-0.48689213644571677,0.785303989204426,0.5022570732786946
JPR0264,Prime Court,PG,Girls,26.84086,75.780247,5600,1,0,0,0,5600.0,3.25,7.41,9.04,3.25,MNIT Jaipur (JLN Marg),1,0.11875,5.93,-1.0826331934351505,0.09957438002062223,-0.8507459883047949,0.09120756991263844
JPR0265,Comfort Stay,PG,Co-ed,26.843609,75.756106,INR 5100/month,1,0,1,0,5100.0,5.65,9.76,7.87,5.65,MNIT Jaipur (JLN Marg),2,0.0875,14.55,-1.2193224002220742,0.9324262377242991,-0.03272099955018445,2.0488024422968394
JPR0266,Serene Nest,PG,Boys,26.852612,75.812093,12200,1,1,1,1,12200.0,1.16,5.52,9.99,1.16,MNIT Jaipur (JLN Marg),4,0.53125,6.88,0.7216643361522421,-0.6257007793963296,1.6033289779590365,0.3069517843865353
JPR0267,Sunshine Point,PG,Co-ed,26.842818,75.812234,14700 per month,1,0,1,1,14700.0,0.1,4.76,10.75,0.1,MNIT Jaipur (JLN Marg),3,0.6875,4.07,1.4051103700868606,-0.9935436832154535,0.785303989204426,-0.3311968921099384
JPR0268,Ivory Heights,PG,Boys,26.797763,75.857606,INR 11300/month,0,0,1,1,11300.0,6.63,2.16,17.49,2.16,Jagatpura Education Belt,2,0.475,3.81,0.4756237639357795,-0.2786791720197976,-0.03272099955018445,-0.390242677123847
JPR0269,Maple House,Hostel,Girls,26.813205,75.815728,,0,0,1,1,9100.0,3.24,3.35,13.52,3.24,MNIT Jaipur (JLN Marg),2,0.3375,5.16,-0.12580874592668476,0.09610416394685699,-0.03272099955018445,-0.08365879339778311
JPR0270,Royal Nest,PG,Girls,26.853582,75.818927,7100,1,0,0,1,7100.0,1.4,5.18,10.44,1.4,MNIT Jaipur (JLN Marg),2,0.2125,7.62,-0.6725655730743795,-0.5424155936259619,-0.03272099955018445,0.47500517250304447
JPR0271,Silver Oak Retreat,Hostel,Girls,26.813731,75.863026,11400,1,0,1,0,11400.0,5.89,1.37,16.64,1.37,Jagatpura Education Belt,2,0.48125,3.76,0.5029616052931642,-0.5528262418472578,-0.03272099955018445,-0.401597635780368
JPR0272,Maple Heights,Independent Flat,Girls,26.929523,75.724941,INR 16800/month,1,0,0,1,16800.0,13.06,17.67,2.25,2.25,Vaishali Nagar Tech Corridor,2,0.81875,2.3,1.97920503859194,-0.24744722735590974,-0.03272099955018445,-0.7331624285507778
JPR0273,Copper Leaf Retreat,Hostel,Co-ed,26.796346,75.817053,,1,0,1,0,9100.0,5.11,3.87,15.15,3.87,Jagatpura Education Belt,2,0.3375,5.16,-0.12580874592668476,0.3147277765940721,-0.03272099955018445,-0.08365879339778311
JPR0274,Blue Orchid Villa,PG,Girls,26.888943,75.841285,"₹8,200/month",1,0,1,0,8200.0,5.91,8.17,10.68,5.91,MNIT Jaipur (JLN Marg),2,0.28125,6.04,-0.3718493181431474,1.0226518556421973,-0.03272099955018445,0.11618847895698446
JPR0275,Crimson Retreat,PG,Boys,26.815123,75.845922,INR 12300/month,1,0,1,1,12300.0,4.44,0.35,15.29,0.35,Jagatpura Education Belt,3,0.5375,5.11,0.7490021775096268,-0.9067882813713205,0.785303989204426,-0.09501375205430396
JPR0276,Blue Orchid Retreat,Independent Flat,Girls,26.838886,75.904089,Rs. 5100,0,0,0,0,5100.0,9.04,6.0,18.49,6.0,Jagatpura Education Belt,0,0.0875,0.0,-1.2193224002220742,1.053883800306085,-1.6687709770594055,-1.2554905267507386
JPR0277,Ivory Nest,Hostel,Boys,26.82181,75.848176,7900,1,0,1,1,7900.0,4.16,0.68,14.94,0.68,Jagatpura Education Belt,3,0.2625,9.6,-0.4538628422153016,-0.7922711509370649,0.785303989204426,0.9246615353012715
JPR0278,Blue Orchid Residency,Hostel,Boys,26.915042,75.732804,5800,0,0,0,1,5800.0,11.35,15.99,0.5,0.5,Vaishali Nagar Tech Corridor,1,0.13125,5.52,-1.027957510720381,-0.8547350402648407,-0.8507459883047949,-0.0019030910708328623
JPR0279,Sunshine Villa,Independent Flat,Boys,26.912566,75.753918,8400 per month,1,0,1,1,8400.0,9.78,14.33,1.7,1.7,Vaishali Nagar Tech Corridor,3,0.29375,8.73,-0.3171736354283779,-0.43830911141300233,0.785303989204426,0.7270852546778082
JPR0280,Silver Oak Address,Independent Flat,Co-ed,26.798813,75.830401,INR 8000/month,0,0,1,1,8000.0,5.12,2.67,15.67,2.67,Jagatpura Education Belt,2,0.26875,6.27,-0.4265250008579169,-0.10169815225776634,-0.03272099955018445,0.16842128877698043
JPR0281,Copper Leaf Point,Independent Flat,Girls,26.86326,75.759031,8500 per month,0,0,1,1,8500.0,5.84,10.4,5.88,5.84,MNIT Jaipur (JLN Marg),2,0.3,5.71,-0.2898357940709932,0.99836034312584,-0.03272099955018445,0.041245751823946596
JPR0282,Golden Nest Stay,Hostel,Girls,26.922766,75.756233,10200 per month,1,1,1,0,10200.0,10.58,15.06,2.25,2.25,Vaishali Nagar Tech Corridor,3,0.40625,6.58,0.17490750900454735,-0.24744722735590974,0.785303989204426,0.23882203244741004
JPR0283,Comfort Villa,PG,Boys,26.923267,75.734407,"₹6,400/month",1,0,0,0,6400.0,11.92,16.52,1.24,1.24,Vaishali Nagar Tech Corridor,1,0.16875,4.57,-0.8639304625760726,-0.597939050806207,-0.8507459883047949,-0.21764730554472952
JPR0284,Sunshine Nest,Independent Flat,Boys,26.908581,75.730517,13700,1,1,1,1,13700.0,11.02,15.67,0.75,0.75,Vaishali Nagar Tech Corridor,4,0.625,5.93,1.131731956513013,-0.7679796384207077,1.6033289779590365,0.09120756991263844
JPR0285,Golden Nest Enclave,Hostel,Co-ed,26.843502,75.803179,10100 per month,0,0,1,1,10100.0,0.99,5.52,10.09,0.99,MNIT Jaipur (JLN Marg),2,0.4,4.44,0.14756966764716262,-0.68469445265034,-0.03272099955018445,-0.2471701980516838
JPR0286,Ivory Enclave,PG,Girls,26.915403,75.736132,"₹5,800/month",1,0,0,0,5800.0,11.15,15.78,0.35,0.35,Vaishali Nagar Tech Corridor,1,0.13125,5.52,-1.027957510720381,-0.9067882813713205,-0.8507459883047949,-0.0019030910708328623
JPR0287,Green Valley House,Hostel,Co-ed,26.816992,75.864603,INR 8500/month,1,1,0,1,8500.0,5.84,1.51,16.52,1.51,Jagatpura Education Belt,3,0.3,8.57,-0.2898357940709932,-0.5042432168145434,0.785303989204426,0.6907493869769413
JPR0288,Cozy Manor,Hostel,Boys,26.816631,75.851087,8700 per month,1,1,1,0,8700.0,4.73,0.19,15.55,0.19,Jagatpura Education Belt,3,0.3125,8.28,-0.23516011135622372,-0.9623117385515656,0.785303989204426,0.62489062676912
JPR0289,Golden Nest Stay,Independent Flat,Boys,26.903712,75.752627,6700,0,0,1,1,6700.0,9.09,13.7,1.84,1.84,Vaishali Nagar Tech Corridor,2,0.1875,8.42,-0.7819169385039184,-0.38972608638028783,-0.03272099955018445,0.6566845110073786
JPR0290,Amber Palace,Hostel,Co-ed,26.876229,75.75556,11900 per month,1,1,1,0,11900.0,6.84,11.48,4.42,4.42,Vaishali Nagar Tech Corridor,3,0.5125,5.33,0.6396508120800879,0.5055896606511646,0.785303989204426,-0.04505193396561211
JPR0291,Blue Orchid Point,PG,Girls,26.811027,75.844555,INR 13200/month,1,0,0,0,13200.0,4.67,0.72,15.53,0.72,Jagatpura Education Belt,1,0.59375,1.55,0.9950427497260895,-0.7783902866420037,-0.8507459883047949,-0.9034868083985912
JPR0292,Silver Oak Manor,Independent Flat,Boys,26.829559,75.876249,6900 per month,1,1,1,0,6900.0,6.43,3.07,16.61,3.07,Jagatpura Education Belt,3,0.2,12.0,-0.727241255789149,0.03711049069284642,0.785303989204426,1.469699550814274
JPR0293,Zenith Heights,Hostel,Boys,26.846223,75.814058,12700,1,1,1,1,12700.0,0.46,4.87,10.62,0.46,MNIT Jaipur (JLN Marg),4,0.5625,6.53,0.8583535429391658,-0.868615904559902,1.6033289779590365,0.22746707379088918
JPR0294,Highland Villa,Hostel,Co-ed,26.80032,75.820567,"₹7,300/month",1,0,0,0,7300.0,4.72,3.34,14.97,3.34,Jagatpura Education Belt,1,0.225,3.64,-0.6178898903596101,0.13080632468451006,-0.8507459883047949,-0.42884953655601804
JPR0295,Urban Address,PG,Girls,26.823886,75.835918,6000,1,0,0,0,6000.0,3.05,1.61,13.9,1.61,Jagatpura Education Belt,1,0.14375,5.16,-0.9732818280056116,-0.4695410560768902,-0.8507459883047949,-0.08365879339778311
JPR0296,Highland Homes,PG,Girls,26.880584,75.715658,"₹5,300/month",1,0,0,0,5300.0,10.56,15.1,4.1,4.1,Vaishali Nagar Tech Corridor,1,0.1,6.67,-1.1646467175073048,0.39454274629067426,-0.8507459883047949,0.2592609580291476
JPR0297,Highland Nest,Hostel,Boys,26.828305,75.898598,Rs. 18200,1,1,1,1,18200.0,8.63,5.08,18.57,5.08,Jagatpura Education Belt,4,0.90625,4.18,2.3619348175953263,0.7346239215196758,1.6033289779590365,-0.30621598306559256
JPR0298,Ivory Homes,PG,Boys,26.841869,75.815973,11400,1,1,1,1,11400.0,0.3,4.4,11.09,0.3,MNIT Jaipur (JLN Marg),4,0.48125,7.53,0.5029616052931642,-0.9241393617401472,1.6033289779590365,0.4545662469213069
JPR0299,Silver Oak Heights,PG,Co-ed,26.814501,75.849111,5000,1,0,0,0,5000.0,4.72,0.15,15.57,0.15,Jagatpura Education Belt,1,0.08125,7.62,-1.246660241579459,-0.9761926028466269,-0.8507459883047949,0.47500517250304447
JPR0300,Royal House,Hostel,Boys,26.972537,75.753848,INR 9900/month,1,1,1,0,9900.0,15.63,19.84,6.91,6.91,Vaishali Nagar Tech Corridor,3,0.3875,6.86,0.09289398493239313,1.3696734630187293,0.785303989204426,0.30240980092392705
JPR0301,Sunshine Retreat,PG,Girls,26.909498,75.737773,8400 per month,0,1,0,1,8400.0,10.57,15.2,0.33,0.33,Vaishali Nagar Tech Corridor,2,0.29375,5.82,-0.3171736354283779,-0.9137287135188511,-0.03272099955018445,0.06622666086829261
JPR0302,Green Valley House,PG,Co-ed,26.791097,75.91211,"₹6,600/month",0,1,0,0,6600.0,11.36,6.8,22.0,6.8,Jagatpura Education Belt,1,0.18125,4.32,-0.8092547798613032,1.3315010862073107,-0.8507459883047949,-0.274422098827334
JPR0303,Sunrise Residency,PG,Boys,26.927699,75.741416,"₹19,100/month",1,1,1,0,19100.0,11.87,16.42,1.77,1.77,Vaishali Nagar Tech Corridor,3,0.9625,2.96,2.607975389811789,-0.4140175988966451,0.785303989204426,-0.5832769742847022
JPR0304,Urban Enclave,PG,Girls,26.845804,75.81266,INR 14500/month,1,1,1,1,14500.0,0.4,4.94,10.55,0.4,MNIT Jaipur (JLN Marg),4,0.675,5.52,1.3504346873720912,-0.8894372010024939,1.6033289779590365,-0.0019030910708328623
JPR0305,Amber Point,Hostel,Girls,26.917745,75.815629,INR 8300/month,1,0,1,0,8300.0,8.4,11.82,7.84,7.84,Vaishali Nagar Tech Corridor,2,0.2875,5.93,-0.34451147678576266,1.6924035578789038,-0.03272099955018445,0.09120756991263844
JPR0306,Blue Orchid Court,PG,Girls,26.959399,75.820606,16300 per month,1,1,1,1,16300.0,13.05,16.22,9.82,9.82,Vaishali Nagar Tech Corridor,4,0.7875,4.78,1.8425158318050163,2.379506340484437,1.6033289779590365,-0.16995647918734183
JPR0307,Cozy Homes,PG,Girls,26.772038,75.863733,7500 per month,1,0,1,1,7500.0,9.29,5.07,20.05,5.07,Jagatpura Education Belt,3,0.2375,10.43,-0.5632142076448405,0.7311537054459105,0.785303989204426,1.113153848999518
JPR0308,Cozy House,Hostel,Boys,26.799515,75.850681,12800,1,1,1,0,12800.0,6.04,1.82,16.88,1.82,Jagatpura Education Belt,3,0.56875,4.85,0.8856913842965505,-0.3966665185278185,0.785303989204426,-0.1540595370682127
JPR0309,Prime Residency,Independent Flat,Girls,26.928122,75.758153,Rs. 11400,0,0,1,0,11400.0,10.99,15.42,2.75,2.75,Vaishali Nagar Tech Corridor,1,0.48125,1.88,0.5029616052931642,-0.07393642366764376,-0.8507459883047949,-0.8285440812655532
